fecha,hora,partido,bookmaker_api,bookmaker_betano,pick,market_original,key,probabilidad,prob_num,cuota_justa,cuota_api,ev_api,ev_api_num,dif_api_vs_justa,ratio_api_vs_justa,cuota_betano,ev_betano,ev_betano_num,dif_betano_vs_justa,ratio_betano_vs_justa,estado_api,estado_betano,perfil_pick,prioridad_mercado,score,score_num,alerta_valor,cobertura_betano,confianza,fuente,razon,riesgo,betano_url,modelo_base,fuente_local,partidos_local,goles_favor_local,goles_contra_local,ultimos_local,fuente_visita,partidos_visita,goles_favor_visita,goles_contra_visita,ultimos_visita
2026-09-10,11:45,PSV Eindhoven vs Shakhtar Donetsk,10Bet,,Visita corners -3.5,CORNERS_AWAY UNDER.3.5,CORNERS_AWAY:UNDER_3_5,93.4%,0.934400,1.07,1.83,0.71,0.709900,0.76,1.71,,,,,,EV positivo,No encontrado en Betano,Valor,4,120.21,120.213000,,Betano mapeado,Alta,contexto premium fallback reciente,usa promedios recientes multi-competicion/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/psv-eindhoven-fc-shakhtar-donetsk/91597621/,fallback ultimos partidos,fallback ultimos partidos,10,32.0,18.0,2026-09-05 · Eredivisie · Ajax 1-3 PSV Eindhoven (G); 2026-08-30 · Eredivisie · Utrecht 1-6 PSV Eindhoven (G); 2026-08-23 · Eredivisie · PSV Eindhoven 5-1 Groningen (G); 2026-08-15 · Eredivisie · Excelsior 1-2 PSV Eindhoven (G); 2026-08-08 · Eredivisie · PSV Eindhoven 2-2 Fortuna Sittard (E); 2026-08-02 · Super Cup · PSV Eindhoven 0-4 AZ Alkmaar (P); 2026-07-28 · Friendlies Clubs · PSV Eindhoven 3-0 FC Eindhoven (G); 2026-07-25 · Friendlies Clubs · PSV Eindhoven 1-3 Villarreal (P); 2026-07-18 · Friendlies Clubs · PSV Eindhoven 7-3 Union St. Gilloise (G); 2026-07-11 · Friendlies Clubs · PSV Eindhoven 3-2 Raków Częstochowa (G),fallback ultimos partidos,10,19.0,6.0,2026-09-05 · Premier League · Karpaty 1-2 Shakhtar Donetsk (G); 2026-08-29 · Premier League · Shakhtar Donetsk 0-2 Polessya (P); 2026-08-16 · Premier League · FC Kharkiv 0-1 Shakhtar Donetsk (G); 2026-08-09 · Premier League · Epitsentr Dunayivtsi 0-2 Shakhtar Donetsk (G); 2026-08-03 · Premier League · Shakhtar Donetsk 5-1 Kudrivka (G); 2026-07-26 · Friendlies Clubs · Bursaspor 0-0 Shakhtar Donetsk (E); 2026-07-25 · Friendlies Clubs · Shakhtar Donetsk 0-0 Al Ula (E); 2026-07-23 · Friendlies Clubs · HNK Gorica 0-2 Shakhtar Donetsk (G); 2026-07-21 · Friendlies Clubs · NK Slaven Belupo 2-2 Shakhtar Donetsk (E); 2026-07-19 · Friendlies Clubs · Rudes 0-5 Shakhtar Donetsk (G)
2026-09-10,11:45,PSV Eindhoven vs Shakhtar Donetsk,,,SHOTS_ON_TARGET_TOTAL OVER.8.5,SHOTS_ON_TARGET_TOTAL OVER.8.5,SHOTS_ON_TARGET_TOTAL:OVER_8_5,90.8%,0.907600,1.10,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,89.76,89.764000,,Betano mapeado,Alta,contexto premium fallback reciente,usa promedios recientes multi-competicion/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/psv-eindhoven-fc-shakhtar-donetsk/91597621/,fallback ultimos partidos,fallback ultimos partidos,10,32.0,18.0,2026-09-05 · Eredivisie · Ajax 1-3 PSV Eindhoven (G); 2026-08-30 · Eredivisie · Utrecht 1-6 PSV Eindhoven (G); 2026-08-23 · Eredivisie · PSV Eindhoven 5-1 Groningen (G); 2026-08-15 · Eredivisie · Excelsior 1-2 PSV Eindhoven (G); 2026-08-08 · Eredivisie · PSV Eindhoven 2-2 Fortuna Sittard (E); 2026-08-02 · Super Cup · PSV Eindhoven 0-4 AZ Alkmaar (P); 2026-07-28 · Friendlies Clubs · PSV Eindhoven 3-0 FC Eindhoven (G); 2026-07-25 · Friendlies Clubs · PSV Eindhoven 1-3 Villarreal (P); 2026-07-18 · Friendlies Clubs · PSV Eindhoven 7-3 Union St. Gilloise (G); 2026-07-11 · Friendlies Clubs · PSV Eindhoven 3-2 Raków Częstochowa (G),fallback ultimos partidos,10,19.0,6.0,2026-09-05 · Premier League · Karpaty 1-2 Shakhtar Donetsk (G); 2026-08-29 · Premier League · Shakhtar Donetsk 0-2 Polessya (P); 2026-08-16 · Premier League · FC Kharkiv 0-1 Shakhtar Donetsk (G); 2026-08-09 · Premier League · Epitsentr Dunayivtsi 0-2 Shakhtar Donetsk (G); 2026-08-03 · Premier League · Shakhtar Donetsk 5-1 Kudrivka (G); 2026-07-26 · Friendlies Clubs · Bursaspor 0-0 Shakhtar Donetsk (E); 2026-07-25 · Friendlies Clubs · Shakhtar Donetsk 0-0 Al Ula (E); 2026-07-23 · Friendlies Clubs · HNK Gorica 0-2 Shakhtar Donetsk (G); 2026-07-21 · Friendlies Clubs · NK Slaven Belupo 2-2 Shakhtar Donetsk (E); 2026-07-19 · Friendlies Clubs · Rudes 0-5 Shakhtar Donetsk (G)
2026-09-10,11:45,PSV Eindhoven vs Shakhtar Donetsk,10Bet,,Goles +1.5,TOTALS OVER.1.5,TOTALS:OVER_1_5,90.1%,0.900600,1.11,1.62,0.46,0.458900,0.51,1.46,,,,,,EV positivo,No encontrado en Betano,Seguro,10,149.31,149.315000,,Betano mapeado,Alta,fallback ultimos partidos,usa Poisson fallback con ultimos partidos multi-competicion,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/psv-eindhoven-fc-shakhtar-donetsk/91597621/,fallback ultimos partidos,fallback ultimos partidos,10,32.0,18.0,2026-09-05 · Eredivisie · Ajax 1-3 PSV Eindhoven (G); 2026-08-30 · Eredivisie · Utrecht 1-6 PSV Eindhoven (G); 2026-08-23 · Eredivisie · PSV Eindhoven 5-1 Groningen (G); 2026-08-15 · Eredivisie · Excelsior 1-2 PSV Eindhoven (G); 2026-08-08 · Eredivisie · PSV Eindhoven 2-2 Fortuna Sittard (E); 2026-08-02 · Super Cup · PSV Eindhoven 0-4 AZ Alkmaar (P); 2026-07-28 · Friendlies Clubs · PSV Eindhoven 3-0 FC Eindhoven (G); 2026-07-25 · Friendlies Clubs · PSV Eindhoven 1-3 Villarreal (P); 2026-07-18 · Friendlies Clubs · PSV Eindhoven 7-3 Union St. Gilloise (G); 2026-07-11 · Friendlies Clubs · PSV Eindhoven 3-2 Raków Częstochowa (G),fallback ultimos partidos,10,19.0,6.0,2026-09-05 · Premier League · Karpaty 1-2 Shakhtar Donetsk (G); 2026-08-29 · Premier League · Shakhtar Donetsk 0-2 Polessya (P); 2026-08-16 · Premier League · FC Kharkiv 0-1 Shakhtar Donetsk (G); 2026-08-09 · Premier League · Epitsentr Dunayivtsi 0-2 Shakhtar Donetsk (G); 2026-08-03 · Premier League · Shakhtar Donetsk 5-1 Kudrivka (G); 2026-07-26 · Friendlies Clubs · Bursaspor 0-0 Shakhtar Donetsk (E); 2026-07-25 · Friendlies Clubs · Shakhtar Donetsk 0-0 Al Ula (E); 2026-07-23 · Friendlies Clubs · HNK Gorica 0-2 Shakhtar Donetsk (G); 2026-07-21 · Friendlies Clubs · NK Slaven Belupo 2-2 Shakhtar Donetsk (E); 2026-07-19 · Friendlies Clubs · Rudes 0-5 Shakhtar Donetsk (G)
2026-09-10,11:45,PSV Eindhoven vs Shakhtar Donetsk,,,SHOTS_TOTAL OVER.24.5,SHOTS_TOTAL OVER.24.5,SHOTS_TOTAL:OVER_24_5,87.5%,0.875300,1.14,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,86.53,86.535000,,Betano mapeado,Alta,contexto premium fallback reciente,usa promedios recientes multi-competicion/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/psv-eindhoven-fc-shakhtar-donetsk/91597621/,fallback ultimos partidos,fallback ultimos partidos,10,32.0,18.0,2026-09-05 · Eredivisie · Ajax 1-3 PSV Eindhoven (G); 2026-08-30 · Eredivisie · Utrecht 1-6 PSV Eindhoven (G); 2026-08-23 · Eredivisie · PSV Eindhoven 5-1 Groningen (G); 2026-08-15 · Eredivisie · Excelsior 1-2 PSV Eindhoven (G); 2026-08-08 · Eredivisie · PSV Eindhoven 2-2 Fortuna Sittard (E); 2026-08-02 · Super Cup · PSV Eindhoven 0-4 AZ Alkmaar (P); 2026-07-28 · Friendlies Clubs · PSV Eindhoven 3-0 FC Eindhoven (G); 2026-07-25 · Friendlies Clubs · PSV Eindhoven 1-3 Villarreal (P); 2026-07-18 · Friendlies Clubs · PSV Eindhoven 7-3 Union St. Gilloise (G); 2026-07-11 · Friendlies Clubs · PSV Eindhoven 3-2 Raków Częstochowa (G),fallback ultimos partidos,10,19.0,6.0,2026-09-05 · Premier League · Karpaty 1-2 Shakhtar Donetsk (G); 2026-08-29 · Premier League · Shakhtar Donetsk 0-2 Polessya (P); 2026-08-16 · Premier League · FC Kharkiv 0-1 Shakhtar Donetsk (G); 2026-08-09 · Premier League · Epitsentr Dunayivtsi 0-2 Shakhtar Donetsk (G); 2026-08-03 · Premier League · Shakhtar Donetsk 5-1 Kudrivka (G); 2026-07-26 · Friendlies Clubs · Bursaspor 0-0 Shakhtar Donetsk (E); 2026-07-25 · Friendlies Clubs · Shakhtar Donetsk 0-0 Al Ula (E); 2026-07-23 · Friendlies Clubs · HNK Gorica 0-2 Shakhtar Donetsk (G); 2026-07-21 · Friendlies Clubs · NK Slaven Belupo 2-2 Shakhtar Donetsk (E); 2026-07-19 · Friendlies Clubs · Rudes 0-5 Shakhtar Donetsk (G)
2026-09-10,11:45,PSV Eindhoven vs Shakhtar Donetsk,,,Local goles +0.5,TEAM_TOTAL_HOME OVER.0.5,TEAM_TOTAL_HOME:OVER_0_5,87.1%,0.871100,1.15,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,99.11,99.112000,,Betano mapeado,Alta,fallback ultimos partidos,usa Poisson fallback con ultimos partidos multi-competicion,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/psv-eindhoven-fc-shakhtar-donetsk/91597621/,fallback ultimos partidos,fallback ultimos partidos,10,32.0,18.0,2026-09-05 · Eredivisie · Ajax 1-3 PSV Eindhoven (G); 2026-08-30 · Eredivisie · Utrecht 1-6 PSV Eindhoven (G); 2026-08-23 · Eredivisie · PSV Eindhoven 5-1 Groningen (G); 2026-08-15 · Eredivisie · Excelsior 1-2 PSV Eindhoven (G); 2026-08-08 · Eredivisie · PSV Eindhoven 2-2 Fortuna Sittard (E); 2026-08-02 · Super Cup · PSV Eindhoven 0-4 AZ Alkmaar (P); 2026-07-28 · Friendlies Clubs · PSV Eindhoven 3-0 FC Eindhoven (G); 2026-07-25 · Friendlies Clubs · PSV Eindhoven 1-3 Villarreal (P); 2026-07-18 · Friendlies Clubs · PSV Eindhoven 7-3 Union St. Gilloise (G); 2026-07-11 · Friendlies Clubs · PSV Eindhoven 3-2 Raków Częstochowa (G),fallback ultimos partidos,10,19.0,6.0,2026-09-05 · Premier League · Karpaty 1-2 Shakhtar Donetsk (G); 2026-08-29 · Premier League · Shakhtar Donetsk 0-2 Polessya (P); 2026-08-16 · Premier League · FC Kharkiv 0-1 Shakhtar Donetsk (G); 2026-08-09 · Premier League · Epitsentr Dunayivtsi 0-2 Shakhtar Donetsk (G); 2026-08-03 · Premier League · Shakhtar Donetsk 5-1 Kudrivka (G); 2026-07-26 · Friendlies Clubs · Bursaspor 0-0 Shakhtar Donetsk (E); 2026-07-25 · Friendlies Clubs · Shakhtar Donetsk 0-0 Al Ula (E); 2026-07-23 · Friendlies Clubs · HNK Gorica 0-2 Shakhtar Donetsk (G); 2026-07-21 · Friendlies Clubs · NK Slaven Belupo 2-2 Shakhtar Donetsk (E); 2026-07-19 · Friendlies Clubs · Rudes 0-5 Shakhtar Donetsk (G)
2026-09-10,11:45,PSV Eindhoven vs Shakhtar Donetsk,,,Local corners +4.5,CORNERS_HOME OVER.4.5,CORNERS_HOME:OVER_4_5,86.8%,0.867900,1.15,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,98.79,98.794000,,Betano mapeado,Alta,contexto premium fallback reciente,usa promedios recientes multi-competicion/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/psv-eindhoven-fc-shakhtar-donetsk/91597621/,fallback ultimos partidos,fallback ultimos partidos,10,32.0,18.0,2026-09-05 · Eredivisie · Ajax 1-3 PSV Eindhoven (G); 2026-08-30 · Eredivisie · Utrecht 1-6 PSV Eindhoven (G); 2026-08-23 · Eredivisie · PSV Eindhoven 5-1 Groningen (G); 2026-08-15 · Eredivisie · Excelsior 1-2 PSV Eindhoven (G); 2026-08-08 · Eredivisie · PSV Eindhoven 2-2 Fortuna Sittard (E); 2026-08-02 · Super Cup · PSV Eindhoven 0-4 AZ Alkmaar (P); 2026-07-28 · Friendlies Clubs · PSV Eindhoven 3-0 FC Eindhoven (G); 2026-07-25 · Friendlies Clubs · PSV Eindhoven 1-3 Villarreal (P); 2026-07-18 · Friendlies Clubs · PSV Eindhoven 7-3 Union St. Gilloise (G); 2026-07-11 · Friendlies Clubs · PSV Eindhoven 3-2 Raków Częstochowa (G),fallback ultimos partidos,10,19.0,6.0,2026-09-05 · Premier League · Karpaty 1-2 Shakhtar Donetsk (G); 2026-08-29 · Premier League · Shakhtar Donetsk 0-2 Polessya (P); 2026-08-16 · Premier League · FC Kharkiv 0-1 Shakhtar Donetsk (G); 2026-08-09 · Premier League · Epitsentr Dunayivtsi 0-2 Shakhtar Donetsk (G); 2026-08-03 · Premier League · Shakhtar Donetsk 5-1 Kudrivka (G); 2026-07-26 · Friendlies Clubs · Bursaspor 0-0 Shakhtar Donetsk (E); 2026-07-25 · Friendlies Clubs · Shakhtar Donetsk 0-0 Al Ula (E); 2026-07-23 · Friendlies Clubs · HNK Gorica 0-2 Shakhtar Donetsk (G); 2026-07-21 · Friendlies Clubs · NK Slaven Belupo 2-2 Shakhtar Donetsk (E); 2026-07-19 · Friendlies Clubs · Rudes 0-5 Shakhtar Donetsk (G)
2026-09-10,11:45,PSV Eindhoven vs Shakhtar Donetsk,,,Local tarjetas +0.5,CARDS_HOME OVER.0.5,CARDS_HOME:OVER_0_5,86.5%,0.864700,1.16,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,85.47,85.466000,,Betano mapeado,Alta,contexto premium fallback reciente,usa promedios recientes multi-competicion/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/psv-eindhoven-fc-shakhtar-donetsk/91597621/,fallback ultimos partidos,fallback ultimos partidos,10,32.0,18.0,2026-09-05 · Eredivisie · Ajax 1-3 PSV Eindhoven (G); 2026-08-30 · Eredivisie · Utrecht 1-6 PSV Eindhoven (G); 2026-08-23 · Eredivisie · PSV Eindhoven 5-1 Groningen (G); 2026-08-15 · Eredivisie · Excelsior 1-2 PSV Eindhoven (G); 2026-08-08 · Eredivisie · PSV Eindhoven 2-2 Fortuna Sittard (E); 2026-08-02 · Super Cup · PSV Eindhoven 0-4 AZ Alkmaar (P); 2026-07-28 · Friendlies Clubs · PSV Eindhoven 3-0 FC Eindhoven (G); 2026-07-25 · Friendlies Clubs · PSV Eindhoven 1-3 Villarreal (P); 2026-07-18 · Friendlies Clubs · PSV Eindhoven 7-3 Union St. Gilloise (G); 2026-07-11 · Friendlies Clubs · PSV Eindhoven 3-2 Raków Częstochowa (G),fallback ultimos partidos,10,19.0,6.0,2026-09-05 · Premier League · Karpaty 1-2 Shakhtar Donetsk (G); 2026-08-29 · Premier League · Shakhtar Donetsk 0-2 Polessya (P); 2026-08-16 · Premier League · FC Kharkiv 0-1 Shakhtar Donetsk (G); 2026-08-09 · Premier League · Epitsentr Dunayivtsi 0-2 Shakhtar Donetsk (G); 2026-08-03 · Premier League · Shakhtar Donetsk 5-1 Kudrivka (G); 2026-07-26 · Friendlies Clubs · Bursaspor 0-0 Shakhtar Donetsk (E); 2026-07-25 · Friendlies Clubs · Shakhtar Donetsk 0-0 Al Ula (E); 2026-07-23 · Friendlies Clubs · HNK Gorica 0-2 Shakhtar Donetsk (G); 2026-07-21 · Friendlies Clubs · NK Slaven Belupo 2-2 Shakhtar Donetsk (E); 2026-07-19 · Friendlies Clubs · Rudes 0-5 Shakhtar Donetsk (G)
2026-09-10,11:45,PSV Eindhoven vs Shakhtar Donetsk,,Betano,Tarjetas total -3.5,CARDS_TOTALS UNDER.3.5,CARDS_TOTALS:UNDER_3_5,85.7%,0.857100,1.17,,,,,,2.15,0.84,0.842800,0.98,1.84,Sin cuota/EV,EV positivo Betano,Solo modelo,3,111.20,111.197000,,Betano mapeado,Alta,contexto premium fallback reciente,usa promedios recientes multi-competicion/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/psv-eindhoven-fc-shakhtar-donetsk/91597621/,fallback ultimos partidos,fallback ultimos partidos,10,32.0,18.0,2026-09-05 · Eredivisie · Ajax 1-3 PSV Eindhoven (G); 2026-08-30 · Eredivisie · Utrecht 1-6 PSV Eindhoven (G); 2026-08-23 · Eredivisie · PSV Eindhoven 5-1 Groningen (G); 2026-08-15 · Eredivisie · Excelsior 1-2 PSV Eindhoven (G); 2026-08-08 · Eredivisie · PSV Eindhoven 2-2 Fortuna Sittard (E); 2026-08-02 · Super Cup · PSV Eindhoven 0-4 AZ Alkmaar (P); 2026-07-28 · Friendlies Clubs · PSV Eindhoven 3-0 FC Eindhoven (G); 2026-07-25 · Friendlies Clubs · PSV Eindhoven 1-3 Villarreal (P); 2026-07-18 · Friendlies Clubs · PSV Eindhoven 7-3 Union St. Gilloise (G); 2026-07-11 · Friendlies Clubs · PSV Eindhoven 3-2 Raków Częstochowa (G),fallback ultimos partidos,10,19.0,6.0,2026-09-05 · Premier League · Karpaty 1-2 Shakhtar Donetsk (G); 2026-08-29 · Premier League · Shakhtar Donetsk 0-2 Polessya (P); 2026-08-16 · Premier League · FC Kharkiv 0-1 Shakhtar Donetsk (G); 2026-08-09 · Premier League · Epitsentr Dunayivtsi 0-2 Shakhtar Donetsk (G); 2026-08-03 · Premier League · Shakhtar Donetsk 5-1 Kudrivka (G); 2026-07-26 · Friendlies Clubs · Bursaspor 0-0 Shakhtar Donetsk (E); 2026-07-25 · Friendlies Clubs · Shakhtar Donetsk 0-0 Al Ula (E); 2026-07-23 · Friendlies Clubs · HNK Gorica 0-2 Shakhtar Donetsk (G); 2026-07-21 · Friendlies Clubs · NK Slaven Belupo 2-2 Shakhtar Donetsk (E); 2026-07-19 · Friendlies Clubs · Rudes 0-5 Shakhtar Donetsk (G)
2026-09-10,11:45,PSV Eindhoven vs Shakhtar Donetsk,,,Local tarjetas -3.5,CARDS_HOME UNDER.3.5,CARDS_HOME:UNDER_3_5,85.7%,0.857100,1.17,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,84.71,84.712000,,Betano mapeado,Alta,contexto premium fallback reciente,usa promedios recientes multi-competicion/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/psv-eindhoven-fc-shakhtar-donetsk/91597621/,fallback ultimos partidos,fallback ultimos partidos,10,32.0,18.0,2026-09-05 · Eredivisie · Ajax 1-3 PSV Eindhoven (G); 2026-08-30 · Eredivisie · Utrecht 1-6 PSV Eindhoven (G); 2026-08-23 · Eredivisie · PSV Eindhoven 5-1 Groningen (G); 2026-08-15 · Eredivisie · Excelsior 1-2 PSV Eindhoven (G); 2026-08-08 · Eredivisie · PSV Eindhoven 2-2 Fortuna Sittard (E); 2026-08-02 · Super Cup · PSV Eindhoven 0-4 AZ Alkmaar (P); 2026-07-28 · Friendlies Clubs · PSV Eindhoven 3-0 FC Eindhoven (G); 2026-07-25 · Friendlies Clubs · PSV Eindhoven 1-3 Villarreal (P); 2026-07-18 · Friendlies Clubs · PSV Eindhoven 7-3 Union St. Gilloise (G); 2026-07-11 · Friendlies Clubs · PSV Eindhoven 3-2 Raków Częstochowa (G),fallback ultimos partidos,10,19.0,6.0,2026-09-05 · Premier League · Karpaty 1-2 Shakhtar Donetsk (G); 2026-08-29 · Premier League · Shakhtar Donetsk 0-2 Polessya (P); 2026-08-16 · Premier League · FC Kharkiv 0-1 Shakhtar Donetsk (G); 2026-08-09 · Premier League · Epitsentr Dunayivtsi 0-2 Shakhtar Donetsk (G); 2026-08-03 · Premier League · Shakhtar Donetsk 5-1 Kudrivka (G); 2026-07-26 · Friendlies Clubs · Bursaspor 0-0 Shakhtar Donetsk (E); 2026-07-25 · Friendlies Clubs · Shakhtar Donetsk 0-0 Al Ula (E); 2026-07-23 · Friendlies Clubs · HNK Gorica 0-2 Shakhtar Donetsk (G); 2026-07-21 · Friendlies Clubs · NK Slaven Belupo 2-2 Shakhtar Donetsk (E); 2026-07-19 · Friendlies Clubs · Rudes 0-5 Shakhtar Donetsk (G)
2026-09-10,11:45,PSV Eindhoven vs Shakhtar Donetsk,,,SHOTS_ON_TARGET_TOTAL OVER.9.5,SHOTS_ON_TARGET_TOTAL OVER.9.5,SHOTS_ON_TARGET_TOTAL:OVER_9_5,84.5%,0.844900,1.18,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,83.49,83.494000,,Betano mapeado,Alta,contexto premium fallback reciente,usa promedios recientes multi-competicion/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/psv-eindhoven-fc-shakhtar-donetsk/91597621/,fallback ultimos partidos,fallback ultimos partidos,10,32.0,18.0,2026-09-05 · Eredivisie · Ajax 1-3 PSV Eindhoven (G); 2026-08-30 · Eredivisie · Utrecht 1-6 PSV Eindhoven (G); 2026-08-23 · Eredivisie · PSV Eindhoven 5-1 Groningen (G); 2026-08-15 · Eredivisie · Excelsior 1-2 PSV Eindhoven (G); 2026-08-08 · Eredivisie · PSV Eindhoven 2-2 Fortuna Sittard (E); 2026-08-02 · Super Cup · PSV Eindhoven 0-4 AZ Alkmaar (P); 2026-07-28 · Friendlies Clubs · PSV Eindhoven 3-0 FC Eindhoven (G); 2026-07-25 · Friendlies Clubs · PSV Eindhoven 1-3 Villarreal (P); 2026-07-18 · Friendlies Clubs · PSV Eindhoven 7-3 Union St. Gilloise (G); 2026-07-11 · Friendlies Clubs · PSV Eindhoven 3-2 Raków Częstochowa (G),fallback ultimos partidos,10,19.0,6.0,2026-09-05 · Premier League · Karpaty 1-2 Shakhtar Donetsk (G); 2026-08-29 · Premier League · Shakhtar Donetsk 0-2 Polessya (P); 2026-08-16 · Premier League · FC Kharkiv 0-1 Shakhtar Donetsk (G); 2026-08-09 · Premier League · Epitsentr Dunayivtsi 0-2 Shakhtar Donetsk (G); 2026-08-03 · Premier League · Shakhtar Donetsk 5-1 Kudrivka (G); 2026-07-26 · Friendlies Clubs · Bursaspor 0-0 Shakhtar Donetsk (E); 2026-07-25 · Friendlies Clubs · Shakhtar Donetsk 0-0 Al Ula (E); 2026-07-23 · Friendlies Clubs · HNK Gorica 0-2 Shakhtar Donetsk (G); 2026-07-21 · Friendlies Clubs · NK Slaven Belupo 2-2 Shakhtar Donetsk (E); 2026-07-19 · Friendlies Clubs · Rudes 0-5 Shakhtar Donetsk (G)
2026-09-10,11:45,PSV Eindhoven vs Shakhtar Donetsk,,,Visita goles +0.5,TEAM_TOTAL_AWAY OVER.0.5,TEAM_TOTAL_AWAY:OVER_0_5,84.2%,0.842400,1.19,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,96.24,96.239000,,Betano mapeado,Alta,fallback ultimos partidos,usa Poisson fallback con ultimos partidos multi-competicion,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/psv-eindhoven-fc-shakhtar-donetsk/91597621/,fallback ultimos partidos,fallback ultimos partidos,10,32.0,18.0,2026-09-05 · Eredivisie · Ajax 1-3 PSV Eindhoven (G); 2026-08-30 · Eredivisie · Utrecht 1-6 PSV Eindhoven (G); 2026-08-23 · Eredivisie · PSV Eindhoven 5-1 Groningen (G); 2026-08-15 · Eredivisie · Excelsior 1-2 PSV Eindhoven (G); 2026-08-08 · Eredivisie · PSV Eindhoven 2-2 Fortuna Sittard (E); 2026-08-02 · Super Cup · PSV Eindhoven 0-4 AZ Alkmaar (P); 2026-07-28 · Friendlies Clubs · PSV Eindhoven 3-0 FC Eindhoven (G); 2026-07-25 · Friendlies Clubs · PSV Eindhoven 1-3 Villarreal (P); 2026-07-18 · Friendlies Clubs · PSV Eindhoven 7-3 Union St. Gilloise (G); 2026-07-11 · Friendlies Clubs · PSV Eindhoven 3-2 Raków Częstochowa (G),fallback ultimos partidos,10,19.0,6.0,2026-09-05 · Premier League · Karpaty 1-2 Shakhtar Donetsk (G); 2026-08-29 · Premier League · Shakhtar Donetsk 0-2 Polessya (P); 2026-08-16 · Premier League · FC Kharkiv 0-1 Shakhtar Donetsk (G); 2026-08-09 · Premier League · Epitsentr Dunayivtsi 0-2 Shakhtar Donetsk (G); 2026-08-03 · Premier League · Shakhtar Donetsk 5-1 Kudrivka (G); 2026-07-26 · Friendlies Clubs · Bursaspor 0-0 Shakhtar Donetsk (E); 2026-07-25 · Friendlies Clubs · Shakhtar Donetsk 0-0 Al Ula (E); 2026-07-23 · Friendlies Clubs · HNK Gorica 0-2 Shakhtar Donetsk (G); 2026-07-21 · Friendlies Clubs · NK Slaven Belupo 2-2 Shakhtar Donetsk (E); 2026-07-19 · Friendlies Clubs · Rudes 0-5 Shakhtar Donetsk (G)
